antecedents,consequents,support,confidence,lift
"Flash Drive, Mouse","Printer, Speakers",0.1,0.5,2.5
"Mouse, Printer","Flash Drive, Speakers",0.1,0.5,1.6666666666666667
"Flash Drive, Microsoft Office, Mouse",Printer,0.1,1.0,2.0
"Flash Drive, Mouse, Printer",Microsoft Office,0.1,0.5,1.0
"Microsoft Office, Mouse, Printer",Flash Drive,0.1,1.0,2.0
"Flash Drive, Mouse","Microsoft Office, Printer",0.1,0.5,1.6666666666666667
"Microsoft Office, Mouse","Flash Drive, Printer",0.1,0.5,1.25
"Mouse, Printer","Flash Drive, Microsoft Office",0.1,0.5,1.25
"Flash Drive, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Microsoft Office, Mouse, Speakers",Flash Drive,0.1,0.5,1.0
"Flash Drive, Microsoft Office, Mouse",Speakers,0.1,1.0,2.0
"Mouse, Speakers","Flash Drive, Microsoft Office",0.1,0.5,1.25
"Flash Drive, Mouse","Microsoft Office, Speakers",0.1,0.5,1.25
"Microsoft Office, Mouse","Flash Drive, Speakers",0.1,0.5,1.6666666666666667
"Flash Drive, Mouse, Printer, Speakers",Laptop,0.1,1.0,2.0
"Flash Drive, Laptop, Mouse, Printer",Speakers,0.1,0.5,1.0
"Flash Drive, Laptop, Mouse, Speakers",Printer,0.1,1.0,2.0
"Laptop, Mouse, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Flash Drive, Laptop, Printer, Speakers",Mouse,0.1,1.0,2.0
"Flash Drive, Mouse, Printer","Laptop, Speakers",0.1,0.5,2.5
"Flash Drive, Mouse, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
"Flash Drive, Laptop, Mouse","Printer, Speakers",0.1,0.5,2.5
"Mouse, Printer, Speakers","Flash Drive, Laptop",0.1,1.0,5.0
"Laptop, Mouse, Printer","Flash Drive, Speakers",0.1,0.5,1.6666666666666667
"Laptop, Mouse, Speakers","Flash Drive, Printer",0.1,0.5,1.25
"Flash Drive, Printer, Speakers","Laptop, Mouse",0.1,0.5,1.25
"Flash Drive, Laptop, Printer","Mouse, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Speakers","Mouse, Printer",0.1,1.0,5.0
"Laptop, Printer, Speakers","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Mouse","Laptop, Printer, Speakers",0.1,0.5,5.0
"Mouse, Printer","Flash Drive, Laptop, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Flash Drive, Laptop, Printer",0.1,0.5,2.5
"Flash Drive, Laptop","Mouse, Printer, Speakers",0.1,0.5,5.0
"Printer, Speakers","Flash Drive, Laptop, Mouse",0.1,0.5,2.5
"Laptop, Speakers","Flash Drive, Mouse, Printer",0.1,0.5,2.5
"Flash Drive, Microsoft Office, Mouse, Printer",Laptop,0.1,1.0,2.0
"Flash Drive, Laptop, Mouse, Printer",Microsoft Office,0.1,0.5,1.0
"Flash Drive, Laptop, Microsoft Office, Mouse",Printer,0.1,1.0,2.0
"Laptop, Microsoft Office, Mouse, Printer",Flash Drive,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Printer",Mouse,0.1,1.0,2.0
"Flash Drive, Mouse, Printer","Laptop, Microsoft Office",0.1,0.5,2.5
"Flash Drive, Microsoft Office, Mouse","Laptop, Printer",0.1,1.0,3.3333333333333335
"Flash Drive, Laptop, Mouse","Microsoft Office, Printer",0.1,0.5,1.6666666666666667
"Microsoft Office, Mouse, Printer","Flash Drive, Laptop",0.1,1.0,5.0
"Laptop, Mouse, Printer","Flash Drive, Microsoft Office",0.1,0.5,1.25
"Laptop, Microsoft Office, Mouse","Flash Drive, Printer",0.1,0.5,1.25
"Flash Drive, Laptop, Printer","Microsoft Office, Mouse",0.1,0.5,2.5
"Flash Drive, Laptop, Microsoft Office","Mouse, Printer",0.1,1.0,5.0
"Laptop, Microsoft Office, Printer","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Mouse","Laptop, Microsoft Office, Printer",0.1,0.5,5.0
"Mouse, Printer","Flash Drive, Laptop, Microsoft Office",0.1,0.5,5.0
"Microsoft Office, Mouse","Flash Drive, Laptop, Printer",0.1,0.5,2.5
"Flash Drive, Laptop","Microsoft Office, Mouse, Printer",0.1,0.5,5.0
"Laptop, Microsoft Office","Flash Drive, Mouse, Printer",0.1,0.5,2.5
"Flash Drive, Microsoft Office, Mouse, Speakers",Laptop,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Mouse",Speakers,0.1,1.0,2.0
"Flash Drive, Laptop, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Laptop, Microsoft Office, Mouse, Speakers",Flash Drive,0.1,0.5,1.0
"Flash Drive, Laptop, Microsoft Office, Speakers",Mouse,0.1,1.0,2.0
"Flash Drive, Microsoft Office, Mouse","Laptop, Speakers",0.1,1.0,5.0
"Flash Drive, Mouse, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"Flash Drive, Laptop, Mouse","Microsoft Office, Speakers",0.1,0.5,1.25
"Microsoft Office, Mouse, Speakers","Flash Drive, Laptop",0.1,0.5,2.5
"Laptop, Microsoft Office, Mouse","Flash Drive, Speakers",0.1,0.5,1.6666666666666667
"Laptop, Mouse, Speakers","Flash Drive, Microsoft Office",0.1,0.5,1.25
"Flash Drive, Laptop, Microsoft Office","Mouse, Speakers",0.1,1.0,5.0
"Flash Drive, Laptop, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Laptop, Microsoft Office, Speakers","Flash Drive, Mouse",0.1,0.5,2.5
"Flash Drive, Mouse","Laptop, Microsoft Office, Speakers",0.1,0.5,2.5
"Microsoft Office, Mouse","Flash Drive, Laptop, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Flash Drive, Laptop, Microsoft Office",0.1,0.5,5.0
"Flash Drive, Laptop","Microsoft Office, Mouse, Speakers",0.1,0.5,2.5
"Laptop, Microsoft Office","Flash Drive, Mouse, Speakers",0.1,0.5,5.0
"Laptop, Speakers","Flash Drive, Microsoft Office, Mouse",0.1,0.5,5.0
"Flash Drive, Microsoft Office, Mouse, Printer",Speakers,0.1,1.0,2.0
"Flash Drive, Mouse, Printer, Speakers",Microsoft Office,0.1,1.0,2.0
"Flash Drive, Microsoft Office, Mouse, Speakers",Printer,0.1,1.0,2.0
"Microsoft Office, Mouse, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Flash Drive, Microsoft Office, Printer, Speakers",Mouse,0.1,0.5,1.0
"Flash Drive, Mouse, Printer","Microsoft Office, Speakers",0.1,0.5,1.25
"Flash Drive, Microsoft Office, Mouse","Printer, Speakers",0.1,1.0,5.0
"Flash Drive, Mouse, Speakers","Microsoft Office, Printer",0.1,1.0,3.3333333333333335
"Microsoft Office, Mouse, Printer","Flash Drive, Speakers",0.1,1.0,3.3333333333333335
"Mouse, Printer, Speakers","Flash Drive, Microsoft Office",0.1,1.0,2.5
"Microsoft Office, Mouse, Speakers","Flash Drive, Printer",0.1,0.5,1.25
"Flash Drive, Printer, Speakers","Microsoft Office, Mouse",0.1,0.5,2.5
"Microsoft Office, Printer, Speakers","Flash Drive, Mouse",0.1,0.5,2.5
"Flash Drive, Mouse","Microsoft Office, Printer, Speakers",0.1,0.5,2.5
"Mouse, Printer","Flash Drive, Microsoft Office, Speakers",0.1,0.5,1.6666666666666667
"Microsoft Office, Mouse","Flash Drive, Printer, Speakers",0.1,0.5,2.5
"Mouse, Speakers","Flash Drive, Microsoft Office, Printer",0.1,0.5,1.6666666666666667
"Printer, Speakers","Flash Drive, Microsoft Office, Mouse",0.1,0.5,5.0
"Flash Drive, Microsoft Office, Mouse, Printer, Speakers",Laptop,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Mouse, Printer",Speakers,0.1,1.0,2.0
"Flash Drive, Laptop, Mouse, Printer, Speakers",Microsoft Office,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Mouse, Speakers",Printer,0.1,1.0,2.0
"Laptop, Microsoft Office, Mouse, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Printer, Speakers",Mouse,0.1,1.0,2.0
"Flash Drive, Microsoft Office, Mouse, Printer","Laptop, Speakers",0.1,1.0,5.0
"Flash Drive, Mouse, Printer, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"Flash Drive, Laptop, Mouse, Printer","Microsoft Office, Speakers",0.1,0.5,1.25
"Flash Drive, Microsoft Office, Mouse, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
"Flash Drive, Laptop, Microsoft Office, Mouse","Printer, Speakers",0.1,1.0,5.0
"Flash Drive, Laptop, Mouse, Speakers","Microsoft Office, Printer",0.1,1.0,3.3333333333333335
"Microsoft Office, Mouse, Printer, Speakers","Flash Drive, Laptop",0.1,1.0,5.0
"Laptop, Microsoft Office, Mouse, Printer","Flash Drive, Speakers",0.1,1.0,3.3333333333333335
"Laptop, Mouse, Printer, Speakers","Flash Drive, Microsoft Office",0.1,1.0,2.5
"Laptop, Microsoft Office, Mouse, Speakers","Flash Drive, Printer",0.1,0.5,1.25
"Flash Drive, Microsoft Office, Printer, Speakers","Laptop, Mouse",0.1,0.5,1.25
"Flash Drive, Laptop, Microsoft Office, Printer","Mouse, Speakers",0.1,1.0,5.0
"Flash Drive, Laptop, Printer, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Flash Drive, Laptop, Microsoft Office, Speakers","Mouse, Printer",0.1,1.0,5.0
"Laptop, Microsoft Office, Printer, Speakers","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Mouse, Printer","Laptop, Microsoft Office, Speakers",0.1,0.5,2.5
"Flash Drive, Microsoft Office, Mouse","Laptop, Printer, Speakers",0.1,1.0,10.0
"Flash Drive, Mouse, Speakers","Laptop, Microsoft Office, Printer",0.1,1.0,10.0
"Flash Drive, Laptop, Mouse","Microsoft Office, Printer, Speakers",0.1,0.5,2.5
"Microsoft Office, Mouse, Printer","Flash Drive, Laptop, Speakers",0.1,1.0,10.0
"Mouse, Printer, Speakers","Flash Drive, Laptop, Microsoft Office",0.1,1.0,10.0
"Laptop, Mouse, Printer","Flash Drive, Microsoft Office, Speakers",0.1,0.5,1.6666666666666667
"Microsoft Office, Mouse, Speakers","Flash Drive, Laptop, Printer",0.1,0.5,2.5
"Laptop, Microsoft Office, Mouse","Flash Drive, Printer, Speakers",0.1,0.5,2.5
"Laptop, Mouse, Speakers","Flash Drive, Microsoft Office, Printer",0.1,0.5,1.6666666666666667
"Flash Drive, Printer, Speakers","Laptop, Microsoft Office, Mouse",0.1,0.5,2.5
"Flash Drive, Laptop, Printer","Microsoft Office, Mouse, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Microsoft Office","Mouse, Printer, Speakers",0.1,1.0,10.0
"Flash Drive, Laptop, Speakers","Microsoft Office, Mouse, Printer",0.1,1.0,10.0
"Microsoft Office, Printer, Speakers","Flash Drive, Laptop, Mouse",0.1,0.5,2.5
"Laptop, Microsoft Office, Printer","Flash Drive, Mouse, Speakers",0.1,1.0,10.0
"Laptop, Printer, Speakers","Flash Drive, Microsoft Office, Mouse",0.1,1.0,10.0
"Laptop, Microsoft Office, Speakers","Flash Drive, Mouse, Printer",0.1,0.5,2.5
"Flash Drive, Mouse","Laptop, Microsoft Office, Printer, Speakers",0.1,0.5,5.0
"Mouse, Printer","Flash Drive, Laptop, Microsoft Office, Speakers",0.1,0.5,5.0
"Microsoft Office, Mouse","Flash Drive, Laptop, Printer, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Flash Drive, Laptop, Microsoft Office, Printer",0.1,0.5,5.0
"Flash Drive, Laptop","Microsoft Office, Mouse, Printer, Speakers",0.1,0.5,5.0
"Printer, Speakers","Flash Drive, Laptop, Microsoft Office, Mouse",0.1,0.5,5.0
"Laptop, Microsoft Office","Flash Drive, Mouse, Printer, Speakers",0.1,0.5,5.0
"Laptop, Speakers","Flash Drive, Microsoft Office, Mouse, Printer",0.1,0.5,5.0
Speakers,Monitor,0.4,0.8,1.6
Monitor,Speakers,0.4,0.8,1.6
Monitor,Mouse,0.2,0.4,0.8
Mouse,Monitor,0.2,0.4,0.8
"Printer, Speakers",Monitor,0.1,0.5,1.0
"Monitor, Printer",Speakers,0.1,1.0,2.0
"Mouse, Speakers",Monitor,0.1,0.5,1.0
"Monitor, Mouse",Speakers,0.1,0.5,1.0
Keyboard,Monitor,0.3,0.6,1.2
Monitor,Keyboard,0.3,0.6,1.2
Keyboard,Microsoft Office,0.2,0.4,0.8
Microsoft Office,Keyboard,0.2,0.4,0.8
Speakers,Keyboard,0.2,0.4,0.8
Keyboard,Speakers,0.2,0.4,0.8
Keyboard,Mouse,0.4,0.8,1.6
Mouse,Keyboard,0.4,0.8,1.6
Keyboard,Laptop,0.3,0.6,1.2
Laptop,Keyboard,0.3,0.6,1.2
"Keyboard, Mouse",Monitor,0.2,0.5,1.0
"Keyboard, Monitor",Mouse,0.2,0.6666666666666667,1.3333333333333335
"Monitor, Mouse",Keyboard,0.2,1.0,2.0
Keyboard,"Monitor, Mouse",0.2,0.4,2.0
Mouse,"Keyboard, Monitor",0.2,0.4,1.3333333333333335
Monitor,"Keyboard, Mouse",0.2,0.4,1.0
"Laptop, Monitor",Keyboard,0.1,1.0,2.0
"Keyboard, Laptop, Monitor",Mouse,0.1,1.0,2.0
"Keyboard, Monitor, Mouse",Laptop,0.1,0.5,1.0
"Laptop, Monitor, Mouse",Keyboard,0.1,1.0,2.0
"Laptop, Monitor","Keyboard, Mouse",0.1,1.0,2.5
"Monitor, Mouse","Keyboard, Laptop",0.1,0.5,1.6666666666666667
"Keyboard, Microsoft Office",Monitor,0.2,1.0,2.0
"Keyboard, Monitor",Microsoft Office,0.2,0.6666666666666667,1.3333333333333335
"Microsoft Office, Monitor",Keyboard,0.2,0.6666666666666667,1.3333333333333335
Keyboard,"Microsoft Office, Monitor",0.2,0.4,1.3333333333333335
Microsoft Office,"Keyboard, Monitor",0.2,0.4,1.3333333333333335
Monitor,"Keyboard, Microsoft Office",0.2,0.4,2.0
"Keyboard, Microsoft Office",Laptop,0.1,0.5,1.0
"Laptop, Microsoft Office",Keyboard,0.1,0.5,1.0
"Keyboard, Microsoft Office",Mouse,0.1,0.5,1.0
"Microsoft Office, Mouse",Keyboard,0.1,0.5,1.0
"Keyboard, Microsoft Office, Monitor",Laptop,0.1,0.5,1.0
"Keyboard, Laptop, Monitor",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office",Monitor,0.1,1.0,2.0
"Laptop, Microsoft Office, Monitor",Keyboard,0.1,1.0,2.0
"Keyboard, Microsoft Office","Laptop, Monitor",0.1,0.5,5.0
"Laptop, Monitor","Keyboard, Microsoft Office",0.1,1.0,5.0
"Laptop, Microsoft Office","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Microsoft Office, Mouse",Monitor,0.1,1.0,2.0
"Keyboard, Monitor, Mouse",Microsoft Office,0.1,0.5,1.0
"Keyboard, Microsoft Office, Monitor",Mouse,0.1,0.5,1.0
"Microsoft Office, Monitor, Mouse",Keyboard,0.1,1.0,2.0
"Keyboard, Microsoft Office","Monitor, Mouse",0.1,0.5,2.5
"Microsoft Office, Mouse","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Monitor, Mouse","Keyboard, Microsoft Office",0.1,0.5,2.5
"Keyboard, Microsoft Office, Mouse",Laptop,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office",Mouse,0.1,1.0,2.0
"Laptop, Microsoft Office, Mouse",Keyboard,0.1,0.5,1.0
"Keyboard, Microsoft Office","Laptop, Mouse",0.1,0.5,1.25
"Microsoft Office, Mouse","Keyboard, Laptop",0.1,0.5,1.6666666666666667
"Laptop, Microsoft Office","Keyboard, Mouse",0.1,0.5,1.25
"Keyboard, Microsoft Office, Monitor, Mouse",Laptop,0.1,1.0,2.0
"Laptop, Microsoft Office, Monitor, Mouse",Keyboard,0.1,1.0,2.0
"Keyboard, Laptop, Monitor, Mouse",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Mouse",Monitor,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Monitor",Mouse,0.1,1.0,2.0
"Microsoft Office, Monitor, Mouse","Keyboard, Laptop",0.1,1.0,3.3333333333333335
"Keyboard, Monitor, Mouse","Laptop, Microsoft Office",0.1,0.5,2.5
"Laptop, Monitor, Mouse","Keyboard, Microsoft Office",0.1,1.0,5.0
"Keyboard, Microsoft Office, Mouse","Laptop, Monitor",0.1,1.0,10.0
"Laptop, Microsoft Office, Mouse","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Microsoft Office, Monitor","Laptop, Mouse",0.1,0.5,1.25
"Laptop, Microsoft Office, Monitor","Keyboard, Mouse",0.1,1.0,2.5
"Keyboard, Laptop, Monitor","Microsoft Office, Mouse",0.1,1.0,5.0
"Keyboard, Laptop, Microsoft Office","Monitor, Mouse",0.1,1.0,5.0
"Monitor, Mouse","Keyboard, Laptop, Microsoft Office",0.1,0.5,5.0
"Microsoft Office, Mouse","Keyboard, Laptop, Monitor",0.1,0.5,5.0
"Laptop, Monitor","Keyboard, Microsoft Office, Mouse",0.1,1.0,10.0
"Keyboard, Microsoft Office","Laptop, Monitor, Mouse",0.1,0.5,5.0
"Laptop, Microsoft Office","Keyboard, Monitor, Mouse",0.1,0.5,2.5
"Microsoft Office, Speakers",Keyboard,0.2,0.5,1.0
"Keyboard, Speakers",Microsoft Office,0.2,1.0,2.0
"Keyboard, Microsoft Office",Speakers,0.2,1.0,2.0
Speakers,"Keyboard, Microsoft Office",0.2,0.4,2.0
Microsoft Office,"Keyboard, Speakers",0.2,0.4,2.0
Keyboard,"Microsoft Office, Speakers",0.2,0.4,1.0
"Monitor, Speakers",Keyboard,0.2,0.5,1.0
"Keyboard, Speakers",Monitor,0.2,1.0,2.0
"Keyboard, Monitor",Speakers,0.2,0.6666666666666667,1.3333333333333335
Speakers,"Keyboard, Monitor",0.2,0.4,1.3333333333333335
Monitor,"Keyboard, Speakers",0.2,0.4,2.0
Keyboard,"Monitor, Speakers",0.2,0.4,1.0
"Laptop, Speakers",Keyboard,0.1,0.5,1.0
"Keyboard, Speakers",Laptop,0.1,0.5,1.0
"Mouse, Speakers",Keyboard,0.1,0.5,1.0
"Keyboard, Speakers",Mouse,0.1,0.5,1.0
"Microsoft Office, Monitor, Speakers",Keyboard,0.2,0.6666666666666667,1.3333333333333335
"Keyboard, Microsoft Office, Speakers",Monitor,0.2,1.0,2.0
"Keyboard, Monitor, Speakers",Microsoft Office,0.2,1.0,2.0
"Keyboard, Microsoft Office, Monitor",Speakers,0.2,1.0,2.0
"Microsoft Office, Speakers","Keyboard, Monitor",0.2,0.5,1.6666666666666667
"Monitor, Speakers","Keyboard, Microsoft Office",0.2,0.5,2.5
"Keyboard, Speakers","Microsoft Office, Monitor",0.2,1.0,3.3333333333333335
"Microsoft Office, Monitor","Keyboard, Speakers",0.2,0.6666666666666667,3.3333333333333335
"Keyboard, Microsoft Office","Monitor, Speakers",0.2,1.0,2.5
"Keyboard, Monitor","Microsoft Office, Speakers",0.2,0.6666666666666667,1.6666666666666667
Speakers,"Keyboard, Microsoft Office, Monitor",0.2,0.4,2.0
Microsoft Office,"Keyboard, Monitor, Speakers",0.2,0.4,2.0
Monitor,"Keyboard, Microsoft Office, Speakers",0.2,0.4,2.0
Keyboard,"Microsoft Office, Monitor, Speakers",0.2,0.4,1.3333333333333335
"Laptop, Microsoft Office, Speakers",Keyboard,0.1,0.5,1.0
"Keyboard, Microsoft Office, Speakers",Laptop,0.1,0.5,1.0
"Keyboard, Laptop, Speakers",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office",Speakers,0.1,1.0,2.0
"Laptop, Speakers","Keyboard, Microsoft Office",0.1,0.5,2.5
"Keyboard, Speakers","Laptop, Microsoft Office",0.1,0.5,2.5
"Laptop, Microsoft Office","Keyboard, Speakers",0.1,0.5,2.5
"Keyboard, Microsoft Office","Laptop, Speakers",0.1,0.5,2.5
"Microsoft Office, Mouse, Speakers",Keyboard,0.1,0.5,1.0
"Keyboard, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Keyboard, Microsoft Office, Speakers",Mouse,0.1,0.5,1.0
"Keyboard, Microsoft Office, Mouse",Speakers,0.1,1.0,2.0
"Mouse, Speakers","Keyboard, Microsoft Office",0.1,0.5,2.5
"Keyboard, Speakers","Microsoft Office, Mouse",0.1,0.5,2.5
"Microsoft Office, Mouse","Keyboard, Speakers",0.1,0.5,2.5
"Keyboard, Microsoft Office","Mouse, Speakers",0.1,0.5,2.5
"Laptop, Monitor, Speakers",Keyboard,0.1,1.0,2.0
"Keyboard, Monitor, Speakers",Laptop,0.1,0.5,1.0
"Keyboard, Laptop, Speakers",Monitor,0.1,1.0,2.0
"Keyboard, Laptop, Monitor",Speakers,0.1,1.0,2.0
"Laptop, Speakers","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Speakers","Laptop, Monitor",0.1,0.5,5.0
"Laptop, Monitor","Keyboard, Speakers",0.1,1.0,5.0
"Monitor, Mouse, Speakers",Keyboard,0.1,1.0,2.0
"Keyboard, Mouse, Speakers",Monitor,0.1,1.0,2.0
"Keyboard, Monitor, Speakers",Mouse,0.1,0.5,1.0
"Keyboard, Monitor, Mouse",Speakers,0.1,0.5,1.0
"Mouse, Speakers","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Speakers","Monitor, Mouse",0.1,0.5,2.5
"Monitor, Mouse","Keyboard, Speakers",0.1,0.5,2.5
"Laptop, Mouse, Speakers",Keyboard,0.1,0.5,1.0
"Keyboard, Mouse, Speakers",Laptop,0.1,1.0,2.0
"Keyboard, Laptop, Speakers",Mouse,0.1,1.0,2.0
"Mouse, Speakers","Keyboard, Laptop",0.1,0.5,1.6666666666666667
"Laptop, Speakers","Keyboard, Mouse",0.1,0.5,1.25
"Keyboard, Speakers","Laptop, Mouse",0.1,0.5,1.25
"Keyboard, Microsoft Office, Monitor, Speakers",Laptop,0.1,0.5,1.0
"Laptop, Microsoft Office, Monitor, Speakers",Keyboard,0.1,1.0,2.0
"Keyboard, Laptop, Monitor, Speakers",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Speakers",Monitor,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Monitor",Speakers,0.1,1.0,2.0
"Keyboard, Monitor, Speakers","Laptop, Microsoft Office",0.1,0.5,2.5
"Laptop, Monitor, Speakers","Keyboard, Microsoft Office",0.1,1.0,5.0
"Keyboard, Microsoft Office, Speakers","Laptop, Monitor",0.1,0.5,5.0
"Laptop, Microsoft Office, Speakers","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Laptop, Speakers","Microsoft Office, Monitor",0.1,1.0,3.3333333333333335
"Keyboard, Microsoft Office, Monitor","Laptop, Speakers",0.1,0.5,2.5
"Laptop, Microsoft Office, Monitor","Keyboard, Speakers",0.1,1.0,5.0
"Keyboard, Laptop, Monitor","Microsoft Office, Speakers",0.1,1.0,2.5
"Keyboard, Laptop, Microsoft Office","Monitor, Speakers",0.1,1.0,2.5
"Keyboard, Speakers","Laptop, Microsoft Office, Monitor",0.1,0.5,5.0
"Laptop, Speakers","Keyboard, Microsoft Office, Monitor",0.1,0.5,2.5
"Laptop, Monitor","Keyboard, Microsoft Office, Speakers",0.1,1.0,5.0
"Keyboard, Microsoft Office","Laptop, Monitor, Speakers",0.1,0.5,5.0
"Laptop, Microsoft Office","Keyboard, Monitor, Speakers",0.1,0.5,2.5
"Microsoft Office, Monitor, Mouse, Speakers",Keyboard,0.1,1.0,2.0
"Keyboard, Monitor, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Keyboard, Microsoft Office, Mouse, Speakers",Monitor,0.1,1.0,2.0
"Keyboard, Microsoft Office, Monitor, Mouse",Speakers,0.1,1.0,2.0
"Keyboard, Microsoft Office, Monitor, Speakers",Mouse,0.1,0.5,1.0
"Monitor, Mouse, Speakers","Keyboard, Microsoft Office",0.1,1.0,5.0
"Microsoft Office, Mouse, Speakers","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Mouse, Speakers","Microsoft Office, Monitor",0.1,1.0,3.3333333333333335
"Microsoft Office, Monitor, Mouse","Keyboard, Speakers",0.1,1.0,5.0
"Keyboard, Monitor, Mouse","Microsoft Office, Speakers",0.1,0.5,1.25
"Keyboard, Microsoft Office, Mouse","Monitor, Speakers",0.1,1.0,2.5
"Keyboard, Monitor, Speakers","Microsoft Office, Mouse",0.1,0.5,2.5
"Keyboard, Microsoft Office, Speakers","Monitor, Mouse",0.1,0.5,2.5
"Keyboard, Microsoft Office, Monitor","Mouse, Speakers",0.1,0.5,2.5
"Mouse, Speakers","Keyboard, Microsoft Office, Monitor",0.1,0.5,2.5
"Monitor, Mouse","Keyboard, Microsoft Office, Speakers",0.1,0.5,2.5
"Microsoft Office, Mouse","Keyboard, Monitor, Speakers",0.1,0.5,2.5
"Keyboard, Speakers","Microsoft Office, Monitor, Mouse",0.1,0.5,5.0
"Keyboard, Microsoft Office","Monitor, Mouse, Speakers",0.1,0.5,5.0
"Keyboard, Microsoft Office, Mouse, Speakers",Laptop,0.1,1.0,2.0
"Laptop, Microsoft Office, Mouse, Speakers",Keyboard,0.1,0.5,1.0
"Keyboard, Laptop, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Mouse",Speakers,0.1,1.0,2.0
"Keyboard, Laptop, Microsoft Office, Speakers",Mouse,0.1,1.0,2.0
"Microsoft Office, Mouse, Speakers","Keyboard, Laptop",0.1,0.5,1.6666666666666667
"Keyboard, Mouse, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"Laptop, Mouse, Speakers","Keyboard, Microsoft Office",0.1,0.5,2.5
"Keyboard, Microsoft Office, Mouse","Laptop, Speakers",0.1,1.0,5.0
"Laptop, Microsoft Office, Mouse","Keyboard, Speakers",0.1,0.5,2.5
"Keyboard, Microsoft Office, Speakers","Laptop, Mouse",0.1,0.5,1.25
"Laptop, Microsoft Office, Speakers","Keyboard, Mouse",0.1,0.5,1.25
"Keyboard, Laptop, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Keyboard, Laptop, Microsoft Office","Mouse, Speakers",0.1,1.0,5.0
"Mouse, Speakers","Keyboard, Laptop, Microsoft Office",0.1,0.5,5.0
"Microsoft Office, Mouse","Keyboard, Laptop, Speakers",0.1,0.5,5.0
"Keyboard, Speakers","Laptop, Microsoft Office, Mouse",0.1,0.5,2.5
"Laptop, Speakers","Keyboard, Microsoft Office, Mouse",0.1,0.5,5.0
"Keyboard, Microsoft Office","Laptop, Mouse, Speakers",0.1,0.5,2.5
"Laptop, Microsoft Office","Keyboard, Mouse, Speakers",0.1,0.5,5.0
"Keyboard, Monitor, Mouse, Speakers",Laptop,0.1,1.0,2.0
"Laptop, Monitor, Mouse, Speakers",Keyboard,0.1,1.0,2.0
"Keyboard, Laptop, Mouse, Speakers",Monitor,0.1,1.0,2.0
"Keyboard, Laptop, Monitor, Mouse",Speakers,0.1,1.0,2.0
"Keyboard, Laptop, Monitor, Speakers",Mouse,0.1,1.0,2.0
"Monitor, Mouse, Speakers","Keyboard, Laptop",0.1,1.0,3.3333333333333335
"Keyboard, Mouse, Speakers","Laptop, Monitor",0.1,1.0,10.0
"Laptop, Mouse, Speakers","Keyboard, Monitor",0.1,0.5,1.6666666666666667
"Keyboard, Monitor, Mouse","Laptop, Speakers",0.1,0.5,2.5
